rider_id,age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,order_date,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,city_name,order_day,order_month,order_day_of_week,is_weekend,pickup_time_minutes,order_time_hour,order_time_of_day,distance
MYSRES06DEL03 ,29.0,4.7,12.323994,76.626167,12.413994,76.716167,2022-04-02,fog,jam,2,snack,scooter,1.0,no,metropolitian,42,MYS,2,4,saturday,1,5.0,21.0,night,13.98951205355768
VADRES18DEL01 ,33.0,4.5,,,,,2022-03-07,sunny,high,2,buffet,electric_scooter,0.0,no,metropolitian,24,VAD,7,3,monday,0,10.0,13.0,afternoon,
CHENRES13DEL01 ,26.0,4.7,13.027018,80.254791,13.037018,80.264791,2022-03-30,sandstorms,high,1,drinks,motorcycle,1.0,no,metropolitian,22,CHEN,30,3,wednesday,0,10.0,11.0,morning,1.5524148945455951
SURRES05DEL02 ,26.0,4.5,21.175104,72.804342,21.305104,72.934342,2022-03-02,stormy,jam,2,buffet,scooter,0.0,no,metropolitian,19,SUR,2,3,wednesday,0,15.0,20.0,night,19.76079800702991
JAPRES08DEL02 ,20.0,4.8,26.910262,75.783013,26.930262,75.803013,2022-04-05,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,JAP,5,4,tuesday,0,5.0,9.0,morning,2.9795405223586338
KOCRES15DEL02 ,36.0,4.2,10.027364,76.308258,10.077364,76.358258,2022-02-11,cloudy,medium,0,drinks,motorcycle,1.0,no,metropolitian,32,KOC,11,2,friday,0,15.0,18.0,evening,7.802550609377724
RANCHIRES08DEL03 ,33.0,4.9,23.353783,85.326967,23.443783,85.416967,2022-03-08,cloudy,medium,0,buffet,motorcycle,,no,metropolitian,43,RANCHI,8,3,tuesday,0,5.0,17.0,evening,13.583332471810195
VADRES18DEL02 ,21.0,4.6,,,,,2022-04-01,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,VAD,1,4,friday,0,5.0,19.0,evening,
COIMBRES13DEL01 ,29.0,4.7,11.003669,76.976494,11.013669,76.986494,2022-03-07,fog,low,2,snack,electric_scooter,0.0,no,urban,11,COIMB,7,3,monday,0,10.0,10.0,morning,1.5581322655568652
SURRES06DEL01 ,29.0,4.6,21.185047,72.80859,21.295047,72.91859,2022-03-25,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,38,SUR,25,3,friday,0,5.0,20.0,night,16.720678992752937
BANGRES18DEL02 ,32.0,5.0,12.913041,77.683237,12.933041,77.703237,2022-03-30,sunny,low,2,meal,motorcycle,1.0,no,metropolitian,14,BANG,30,3,wednesday,0,15.0,9.0,morning,3.105492716560946
INDORES11DEL01 ,24.0,4.5,22.751234,75.88949,22.821234,75.95949,2022-03-06,fog,low,1,buffet,scooter,1.0,no,urban,27,INDO,6,3,sunday,1,10.0,23.0,night,10.586910515510665
INDORES04DEL02 ,23.0,4.9,22.753659,75.903365,22.773659,75.923365,2022-04-05,stormy,low,2,snack,scooter,0.0,no,metropolitian,16,INDO,5,4,tuesday,0,15.0,9.0,morning,3.025061641856169
MUMRES16DEL03 ,22.0,4.9,19.120083,72.907385,19.180083,72.967385,2022-03-21,sunny,medium,0,drinks,motorcycle,0.0,no,metropolitian,16,MUM,21,3,monday,0,10.0,18.0,evening,9.17785559642758
PUNERES06DEL01 ,27.0,4.5,18.546258,73.904337,18.656258,74.014337,2022-03-02,stormy,jam,2,snack,scooter,1.0,no,metropolitian,20,PUNE,2,3,wednesday,0,5.0,19.0,evening,16.852118690780628
BHPRES14DEL02 ,23.0,5.0,,,,,2022-02-16,stormy,jam,0,snack,motorcycle,0.0,no,metropolitian,30,BHP,16,2,wednesday,0,5.0,21.0,night,
JAPRES11DEL02 ,30.0,4.9,26.90294,75.793007,26.95294,75.843007,2022-03-28,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,15,JAP,28,3,monday,0,10.0,23.0,night,7.448626618603313
INDORES14DEL02 ,30.0,3.6,22.761593,75.886362,22.841593,75.966362,2022-03-31,stormy,jam,2,snack,electric_scooter,1.0,no,metropolitian,43,INDO,31,3,thursday,0,15.0,21.0,night,12.098699936279857
MYSRES17DEL02 ,29.0,4.6,12.326356,76.619103,12.456356,76.749103,2022-03-10,sunny,medium,2,meal,scooter,1.0,no,metropolitian,15,MYS,10,3,thursday,0,10.0,18.0,evening,20.206226468830582
SURRES12DEL03 ,32.0,5.0,21.183434,72.814492,21.273434,72.904492,2022-03-20,stormy,low,1,meal,motorcycle,1.0,no,metropolitian,25,SUR,20,3,sunday,1,5.0,22.0,night,13.681056958913906
VADRES19DEL01 ,36.0,4.6,22.311844,73.165081,22.421844,73.275081,2022-03-29,sandstorms,low,2,drinks,motorcycle,1.0,no,metropolitian,21,VAD,29,3,tuesday,0,10.0,22.0,night,16.659890497111146
MUMRES11DEL03 ,30.0,5.0,18.994237,72.825553,19.024237,72.855553,2022-03-05,cloudy,low,0,meal,motorcycle,1.0,no,urban,28,MUM,5,3,saturday,1,15.0,22.0,night,4.590769055748738
AURGRES18DEL03 ,35.0,4.7,19.888716,75.321461,19.918716,75.351461,2022-02-11,fog,low,1,buffet,scooter,1.0,no,metropolitian,17,AURG,11,2,friday,0,5.0,23.0,night,4.578869084677205
MYSRES11DEL01 ,21.0,5.0,12.323225,76.630028,12.333225,76.640028,2022-03-09,sandstorms,low,2,snack,scooter,1.0,no,urban,18,MYS,9,3,wednesday,0,15.0,8.0,morning,1.554508559519504
SURRES03DEL02 ,38.0,4.5,21.186884,72.793616,21.236884,72.843616,2022-03-17,stormy,low,1,drinks,scooter,0.0,no,metropolitian,25,SUR,17,3,thursday,0,15.0,23.0,night,7.600983953739401
VADRES07DEL03 ,34.0,4.8,,,,,2022-04-03,sunny,medium,2,buffet,scooter,1.0,no,urban,18,VAD,3,4,sunday,1,5.0,18.0,evening,
RANCHIRES010DEL01 ,39.0,4.6,23.354422,85.3329,23.394422,85.3729,2022-03-15,cloudy,high,0,buffet,motorcycle,1.0,no,urban,30,RANCHI,15,3,tuesday,0,15.0,13.0,afternoon,6.037544630194255
VADRES08DEL01 ,37.0,4.8,,,,,2022-04-03,cloudy,high,2,drinks,motorcycle,1.0,no,metropolitian,35,VAD,3,4,sunday,1,5.0,12.0,afternoon,
BANGRES17DEL03 ,30.0,4.1,12.972532,77.608179,13.062532,77.698179,2022-04-04,fog,medium,2,buffet,motorcycle,1.0,no,metropolitian,31,BANG,4,4,monday,0,10.0,18.0,evening,13.972131143083212
LUDHRES15DEL02 ,22.0,4.8,30.899584,75.809346,31.029584,75.939346,2022-02-18,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,25,LUDH,18,2,friday,0,15.0,21.0,night,19.042027372260616
HYDRES06DEL01 ,33.0,3.0,17.455894,78.375467,17.565894,78.485467,2022-03-12,sunny,low,0,buffet,motorcycle,2.0,no,urban,34,HYD,12,3,saturday,1,10.0,22.0,night,16.901828274275406
MUMRES19DEL03 ,20.0,4.7,19.131141,72.813074,19.221141,72.903074,2022-04-02,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,37,MUM,2,4,saturday,1,15.0,21.0,night,13.765756924309539
PUNERES13DEL02 ,36.0,4.6,18.56245,73.916619,18.69245,74.046619,2022-04-02,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,51,PUNE,2,4,saturday,1,10.0,20.0,night,19.914688541860013
SURRES010DEL03 ,,,21.17106,72.789292,21.23106,72.849292,2022-03-26,cloudy,jam,1,drinks,scooter,1.0,no,metropolitian,21,SUR,26,3,saturday,1,5.0,21.0,night,9.121491544069729
MYSRES06DEL03 ,30.0,5.0,12.323994,76.626167,12.383994,76.686167,2022-04-01,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,23,MYS,1,4,friday,0,15.0,17.0,evening,9.326602961232513
MUMRES01DEL03 ,38.0,4.9,19.12663,72.829976,19.18663,72.889976,2022-03-26,stormy,medium,1,meal,scooter,0.0,no,urban,31,MUM,26,3,saturday,1,15.0,17.0,evening,9.177683834695673
HYDRES17DEL03 ,27.0,4.6,17.451976,78.385883,17.481976,78.415883,2022-03-19,sandstorms,jam,0,snack,motorcycle,1.0,no,,22,HYD,19,3,saturday,1,5.0,20.0,night,4.610120317988261
INDORES01DEL02 ,27.0,4.5,22.695207,75.866059,22.825207,75.996059,2022-03-06,sunny,medium,0,buffet,motorcycle,1.0,no,urban,16,INDO,6,3,sunday,1,10.0,17.0,evening,19.663125922534896
MYSRES13DEL02 ,21.0,4.8,12.310972,76.659264,12.440972,76.789264,2022-03-14,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,39,MYS,14,3,monday,0,5.0,19.0,evening,20.206808074128567
INDORES03DEL03 ,30.0,4.8,22.751857,75.866699,22.841857,75.956699,2022-04-02,sunny,low,1,drinks,scooter,0.0,no,metropolitian,24,INDO,2,4,saturday,1,10.0,23.0,night,13.611254468563875
LUDHRES18DEL02 ,28.0,4.8,30.890184,75.829615,30.910184,75.849615,2022-02-17,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,10,LUDH,17,2,thursday,0,15.0,9.0,morning,2.9303798276290447
RANCHIRES09DEL01 ,24.0,4.8,23.351058,85.325731,23.421058,85.395731,2022-03-25,fog,low,2,meal,scooter,1.0,no,metropolitian,25,RANCHI,25,3,friday,0,10.0,23.0,night,10.5652785705811
VADRES010DEL01 ,34.0,4.8,22.310329,73.169083,22.380329,73.239083,2022-03-29,sunny,low,2,snack,scooter,1.0,no,metropolitian,17,VAD,29,3,tuesday,0,5.0,22.0,night,10.602504075104976
VADRES14DEL01 ,20.0,4.7,22.311603,73.165012,22.421603,73.275012,2022-03-25,sandstorms,low,2,snack,motorcycle,0.0,no,metropolitian,15,VAD,25,3,friday,0,15.0,22.0,night,16.65990378949706
JAPRES17DEL01 ,28.0,4.6,26.892312,75.806896,26.932312,75.846896,2022-03-03,stormy,high,1,drinks,scooter,1.0,no,metropolitian,25,JAP,3,3,thursday,0,15.0,12.0,afternoon,5.959266895919676
VADRES13DEL01 ,31.0,4.2,22.310237,73.158921,22.380237,73.228921,2022-03-04,windy,jam,2,buffet,electric_scooter,0.0,no,metropolitian,35,VAD,4,3,friday,0,15.0,19.0,evening,10.602507301514994
HYDRES13DEL01 ,35.0,4.2,17.431477,78.40035,17.501477,78.47035,2022-03-23,windy,medium,2,meal,scooter,1.0,no,metropolitian,31,HYD,23,3,wednesday,0,10.0,17.0,evening,10.756961091860271
PUNERES02DEL03 ,39.0,4.8,18.55144,73.804855,18.58144,73.834855,2022-03-26,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,25,PUNE,26,3,saturday,1,10.0,23.0,night,4.596477246826326
INDORES14DEL01 ,38.0,4.6,22.761593,75.886362,22.831593,75.956362,2022-03-12,fog,medium,0,meal,motorcycle,1.0,no,urban,36,INDO,12,3,saturday,1,15.0,18.0,evening,10.586541004121504
COIMBRES05DEL03 ,26.0,4.3,11.022169,76.999594,11.112169,77.089594,2022-03-04,windy,jam,0,drinks,motorcycle,0.0,no,metropolitian,34,COIMB,4,3,friday,0,15.0,20.0,night,14.021819246588827
SURRES15DEL01 ,32.0,4.8,21.160522,72.771477,21.200522,72.811477,2022-03-24,sandstorms,high,1,snack,scooter,1.0,no,metropolitian,26,SUR,24,3,thursday,0,15.0,13.0,afternoon,6.081387490813416
CHENRES06DEL02 ,23.0,4.8,13.054347,80.257221,13.074347,80.277221,2022-03-17,sandstorms,low,2,buffet,motorcycle,0.0,no,urban,12,CHEN,17,3,thursday,0,5.0,9.0,morning,3.1046320933512375
MUMRES20DEL02 ,22.0,4.7,19.103249,72.846749,19.233249,72.976749,2022-03-10,windy,medium,2,snack,motorcycle,1.0,no,metropolitian,27,MUM,10,3,thursday,0,10.0,17.0,evening,19.88431857497891
AURGRES09DEL02 ,26.0,4.6,19.874103,75.368419,19.894103,75.388419,2022-02-13,fog,low,0,snack,motorcycle,,no,metropolitian,18,AURG,13,2,sunday,1,10.0,9.0,morning,3.0527568573078243
HYDRES14DEL02 ,37.0,4.2,17.426228,78.407495,17.446228,78.427495,2022-03-26,sandstorms,high,1,meal,scooter,0.0,no,metropolitian,32,HYD,26,3,saturday,1,5.0,11.0,morning,3.073660615290314
SURRES08DEL03 ,27.0,4.8,21.173343,72.792731,21.263343,72.882731,2022-03-02,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,23,SUR,2,3,wednesday,0,10.0,19.0,evening,13.68149202266889
BANGRES20DEL03 ,31.0,4.9,12.972161,77.596014,13.062161,77.686014,2022-04-06,stormy,jam,2,meal,scooter,1.0,no,metropolitian,30,BANG,6,4,wednesday,0,5.0,20.0,night,13.97214132886697
MUMRES04DEL03 ,29.0,4.9,19.254567,72.848923,19.284567,72.878923,2022-03-13,stormy,jam,2,snack,electric_scooter,1.0,no,urban,12,MUM,13,3,sunday,1,5.0,20.0,night,4.587356404161673
SURRES20DEL03 ,33.0,4.1,21.15276,72.778059,21.24276,72.868059,2022-04-06,sandstorms,medium,0,snack,motorcycle,1.0,no,metropolitian,43,SUR,6,4,wednesday,0,5.0,18.0,evening,13.68237887648496
COIMBRES03DEL03 ,29.0,3.9,11.025083,77.015393,11.085083,77.075393,2022-03-30,sunny,jam,0,drinks,motorcycle,2.0,no,semi-urban,49,COIMB,30,3,wednesday,0,15.0,21.0,night,9.348068923522018
JAPRES11DEL02 ,33.0,4.5,26.90294,75.793007,26.92294,75.813007,2022-03-28,stormy,low,2,drinks,scooter,0.0,no,metropolitian,25,JAP,28,3,monday,0,10.0,8.0,morning,2.979626144829987
KOLRES04DEL01 ,,,22.538731,88.364878,22.648731,88.474878,2022-02-12,,,3,drinks,scooter,0.0,no,metropolitian,15,KOL,12,2,saturday,1,,,after_midnight,16.64732183078804
BANGRES19DEL02 ,36.0,4.6,12.914264,77.6784,12.934264,77.6984,2022-03-24,fog,low,2,drinks,scooter,0.0,no,metropolitian,15,BANG,24,3,thursday,0,15.0,8.0,morning,3.1054853062814938
JAPRES09DEL02 ,35.0,4.7,26.911378,75.789034,27.041378,75.919034,2022-04-06,sandstorms,jam,0,drinks,motorcycle,1.0,yes,semi-urban,52,JAP,6,4,wednesday,0,15.0,19.0,evening,19.362740471251666
JAPRES08DEL03 ,29.0,4.5,26.910262,75.783013,27.000262,75.873013,2022-03-10,fog,jam,0,meal,motorcycle,0.0,no,metropolitian,45,JAP,10,3,thursday,0,5.0,21.0,night,13.406088270680275
DEHRES06DEL02 ,,,30.361281,78.068022,30.491281,78.198022,2022-02-16,sunny,medium,2,buffet,electric_scooter,0.0,no,urban,19,DEH,16,2,wednesday,0,,,after_midnight,19.08722804529813
CHENRES19DEL03 ,34.0,5.0,12.986047,80.218114,13.016047,80.248114,2022-03-03,stormy,jam,2,snack,motorcycle,1.0,no,metropolitian,29,CHEN,3,3,thursday,0,15.0,19.0,evening,4.657528074267875
CHENRES06DEL03 ,25.0,4.8,13.054347,80.257221,13.144347,80.347221,2022-03-27,stormy,medium,0,buffet,motorcycle,0.0,no,metropolitian,24,CHEN,27,3,sunday,1,15.0,18.0,evening,13.969878141806623
PUNERES04DEL01 ,36.0,4.9,18.51421,73.838429,18.52421,73.848429,2022-03-24,sunny,low,1,snack,motorcycle,,no,metropolitian,10,PUNE,24,3,thursday,0,5.0,10.0,morning,1.5323596444882273
AURGRES05DEL02 ,22.0,3.7,19.875522,75.367127,19.925522,75.417127,2022-02-13,sunny,jam,0,snack,motorcycle,1.0,yes,metropolitian,42,AURG,13,2,sunday,1,15.0,20.0,night,7.631520637738293
HYDRES08DEL01 ,38.0,4.6,17.438263,78.397865,17.448263,78.407865,2022-03-30,stormy,high,2,snack,scooter,1.0,no,metropolitian,26,HYD,30,3,wednesday,0,10.0,11.0,morning,1.5368020663947328
PUNERES17DEL01 ,21.0,2.6,18.530963,73.828972,18.640963,73.938972,2022-03-02,sunny,low,1,snack,scooter,0.0,no,metropolitian,39,PUNE,2,3,wednesday,0,5.0,23.0,night,16.852834881460105
VADRES04DEL01 ,35.0,4.8,,,,,2022-03-23,stormy,jam,0,meal,motorcycle,0.0,no,metropolitian,41,VAD,23,3,wednesday,0,15.0,20.0,night,
COIMBRES12DEL02 ,32.0,4.0,11.000762,76.981876,11.080762,77.061876,2022-04-02,fog,jam,2,meal,scooter,1.0,no,metropolitian,37,COIMB,2,4,saturday,1,15.0,19.0,evening,12.464390099643042
SURRES12DEL01 ,25.0,5.0,21.183434,72.814492,21.293434,72.924492,2022-03-20,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,39,SUR,20,3,sunday,1,15.0,21.0,night,16.72076404537099
CHENRES01DEL03 ,22.0,4.9,13.005801,80.250744,13.035801,80.280744,2022-04-03,sunny,low,2,buffet,electric_scooter,0.0,no,metropolitian,23,CHEN,3,4,sunday,1,10.0,22.0,night,4.65734737800111
RANCHIRES19DEL02 ,31.0,4.8,23.333017,85.3172,23.383017,85.3672,2022-04-05,stormy,low,2,buffet,electric_scooter,1.0,no,metropolitian,21,RANCHI,5,4,tuesday,0,10.0,23.0,night,7.547357671334388
MYSRES09DEL01 ,28.0,4.3,12.323194,76.630583,12.433194,76.740583,2022-03-08,cloudy,medium,2,snack,electric_scooter,1.0,no,metropolitian,37,MYS,8,3,tuesday,0,10.0,17.0,evening,17.09799793130139
VADRES06DEL01 ,27.0,4.7,22.31279,73.170283,22.38279,73.240283,2022-03-27,sandstorms,jam,2,drinks,scooter,0.0,no,metropolitian,25,VAD,27,3,sunday,1,10.0,20.0,night,10.602417764362079
AGRRES15DEL01 ,23.0,4.0,,,,,2022-02-11,sandstorms,low,0,meal,motorcycle,1.0,no,urban,20,AGR,11,2,friday,0,5.0,10.0,morning,
JAPRES06DEL01 ,23.0,4.6,26.911927,75.797282,27.021927,75.907282,2022-03-06,stormy,low,1,buffet,motorcycle,0.0,no,metropolitian,12,JAP,6,3,sunday,1,15.0,23.0,night,16.38446703586394
BHPRES19DEL03 ,25.0,4.7,,,,,2022-02-12,sandstorms,low,1,meal,scooter,1.0,no,metropolitian,18,BHP,12,2,saturday,1,10.0,22.0,night,
SURRES04DEL01 ,28.0,4.5,21.173493,72.801953,21.283493,72.911953,2022-03-18,windy,medium,1,buffet,scooter,1.0,no,urban,24,SUR,18,3,friday,0,5.0,18.0,evening,16.721288103917214
BANGRES11DEL03 ,38.0,5.0,12.934365,77.616155,12.994365,77.676155,2022-03-24,sandstorms,jam,2,buffet,motorcycle,1.0,no,urban,26,BANG,24,3,thursday,0,10.0,21.0,night,9.315725653468126
PUNERES12DEL01 ,36.0,4.6,18.520016,73.830547,18.590016,73.900547,2022-03-31,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,53,PUNE,31,3,thursday,0,5.0,21.0,night,10.725453068738938
JAPRES05DEL01 ,24.0,4.3,26.905287,75.794592,27.015287,75.904592,2022-03-08,fog,jam,1,buffet,motorcycle,1.0,no,metropolitian,43,JAP,8,3,tuesday,0,5.0,20.0,night,16.38489468676721
INDORES17DEL02 ,28.0,4.5,22.761226,75.887522,22.841226,75.967522,2022-03-04,fog,medium,0,drinks,motorcycle,1.0,no,metropolitian,39,INDO,4,3,friday,0,10.0,17.0,evening,12.098714903153644
MYSRES05DEL01 ,25.0,4.8,12.323978,76.627961,12.393978,76.697961,2022-04-04,sunny,jam,0,buffet,motorcycle,0.0,no,,27,MYS,4,4,monday,0,15.0,20.0,night,10.88093543843387
SURRES02DEL01 ,37.0,4.9,21.186608,72.794136,21.226608,72.834136,2022-03-01,sandstorms,high,1,snack,motorcycle,1.0,no,urban,27,SUR,1,3,tuesday,0,15.0,14.0,afternoon,6.080888252609821
MUMRES14DEL01 ,34.0,5.0,19.1813,72.836191,19.2213,72.876191,2022-03-21,sunny,high,1,drinks,scooter,0.0,no,metropolitian,23,MUM,21,3,monday,0,10.0,12.0,afternoon,6.117673772819904
AURGRES16DEL01 ,24.0,4.8,,,,,2022-02-16,sandstorms,low,2,buffet,scooter,0.0,no,,17,AURG,16,2,wednesday,0,15.0,23.0,night,
BANGRES20DEL02 ,37.0,4.9,12.972161,77.596014,13.052161,77.676014,2022-03-31,sandstorms,low,2,snack,electric_scooter,1.0,no,urban,15,BANG,31,3,thursday,0,10.0,23.0,night,12.419803337139525
SURRES06DEL02 ,21.0,4.5,21.185047,72.80859,21.265047,72.88859,2022-04-02,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,42,SUR,2,4,saturday,1,10.0,21.0,night,12.161069532201358
CHENRES15DEL01 ,33.0,4.9,13.026286,80.275235,13.096286,80.345235,2022-03-02,cloudy,jam,2,drinks,scooter,2.0,no,urban,41,CHEN,2,3,wednesday,0,15.0,20.0,night,10.86627754255923
JAPRES15DEL01 ,30.0,4.2,26.891191,75.802083,26.931191,75.842083,2022-03-26,cloudy,high,0,meal,motorcycle,1.0,no,metropolitian,34,JAP,26,3,saturday,1,15.0,14.0,afternoon,5.9592931098219735
PUNERES11DEL01 ,35.0,4.2,18.533811,73.899315,18.543811,73.909315,2022-03-30,fog,high,0,drinks,motorcycle,1.0,no,metropolitian,34,PUNE,30,3,wednesday,0,15.0,11.0,morning,1.532276469519439
COIMBRES18DEL01 ,27.0,4.6,11.02091,76.940432,11.03091,76.950432,2022-03-05,sandstorms,high,0,snack,motorcycle,0.0,no,metropolitian,17,COIMB,5,3,saturday,1,5.0,11.0,morning,1.5580874730609473
SURRES18DEL01 ,34.0,4.7,21.149834,72.778666,21.219834,72.848666,2022-04-02,fog,medium,2,meal,motorcycle,1.0,no,metropolitian,30,SUR,2,4,saturday,1,10.0,18.0,evening,10.642283429605715
KOCRES16DEL02 ,33.0,4.8,10.003064,76.307589,10.133064,76.437589,2022-02-14,fog,low,1,meal,motorcycle,0.0,no,metropolitian,26,KOC,14,2,monday,0,5.0,23.0,night,20.28614407421586
KOCRES05DEL02 ,,,9.970717,76.285447,9.990717,76.305447,2022-02-11,sandstorms,low,2,drinks,motorcycle,1.0,no,,13,KOC,11,2,friday,0,,,after_midnight,3.1213596766572995
MUMRES09DEL03 ,37.0,4.7,18.994049,72.825203,19.054049,72.885203,2022-03-01,sunny,medium,2,meal,scooter,1.0,no,metropolitian,23,MUM,1,3,tuesday,0,10.0,17.0,evening,9.181151801248024
KOCRES12DEL02 ,28.0,4.8,9.988483,76.295211,10.118483,76.425211,2022-02-18,fog,jam,1,buffet,motorcycle,0.0,no,metropolitian,30,KOC,18,2,friday,0,15.0,21.0,night,20.286594955476687
MYSRES01DEL01 ,23.0,4.6,12.311072,76.654878,12.381072,76.724878,2022-03-31,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,35,MYS,31,3,thursday,0,10.0,20.0,night,10.881197531246407
INDORES16DEL02 ,22.0,4.9,22.744648,75.894377,22.874648,76.024377,2022-04-02,fog,jam,0,drinks,motorcycle,1.0,no,metropolitian,35,INDO,2,4,saturday,1,15.0,19.0,evening,19.659851482292062
KOLRES010DEL02 ,21.0,4.6,22.538999,88.322337,22.618999,88.402337,2022-02-16,sunny,jam,1,meal,scooter,0.0,no,urban,23,KOL,16,2,wednesday,0,10.0,19.0,evening,12.10773975418479
HYDRES03DEL02 ,22.0,4.8,17.422819,78.449578,17.552819,78.579578,2022-04-02,fog,low,2,buffet,electric_scooter,0.0,no,metropolitian,27,HYD,2,4,saturday,1,5.0,23.0,night,19.976095320024395
LUDHRES04DEL02 ,33.0,4.9,30.914057,75.83982,30.934057,75.85982,2022-02-15,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,22,LUDH,15,2,tuesday,0,5.0,9.0,morning,2.9300698664521256
BANGRES19DEL03 ,39.0,4.2,12.914264,77.6784,12.974264,77.7384,2022-03-09,windy,medium,2,snack,scooter,2.0,no,urban,34,BANG,9,3,wednesday,0,5.0,17.0,evening,9.316091864517965
CHENRES20DEL02 ,27.0,4.8,12.975996,80.221898,13.025996,80.271898,2022-03-11,fog,medium,0,meal,motorcycle,0.0,no,metropolitian,29,CHEN,11,3,friday,0,15.0,18.0,evening,7.7625474744641085
INDORES06DEL03 ,37.0,4.7,22.728163,75.884212,22.818163,75.974212,2022-04-02,windy,medium,1,drinks,motorcycle,1.0,no,metropolitian,30,INDO,2,4,saturday,1,5.0,18.0,evening,13.61234086526969
CHENRES04DEL03 ,24.0,4.9,13.02978,80.208812,13.11978,80.298812,2022-04-04,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,23,CHEN,4,4,monday,0,10.0,19.0,evening,13.970556078644911
INDORES05DEL02 ,32.0,4.6,22.727021,75.884167,22.747021,75.904167,2022-03-17,sandstorms,low,2,meal,scooter,1.0,no,urban,25,INDO,17,3,thursday,0,10.0,10.0,morning,3.025332706173566
HYDRES01DEL02 ,38.0,3.9,17.410371,78.437225,17.490371,78.517225,2022-03-04,sandstorms,jam,1,snack,motorcycle,0.0,no,metropolitian,36,HYD,4,3,friday,0,5.0,19.0,evening,12.294187491090893
RANCHIRES14DEL03 ,29.0,5.0,,,,,2022-03-10,sandstorms,jam,2,snack,electric_scooter,0.0,no,metropolitian,21,RANCHI,10,3,thursday,0,10.0,21.0,night,
SURRES01DEL01 ,27.0,4.7,21.186438,72.794115,21.296438,72.904115,2022-03-23,windy,low,0,snack,motorcycle,1.0,no,metropolitian,24,SUR,23,3,wednesday,0,15.0,22.0,night,16.720605641529577
LUDHRES02DEL03 ,34.0,4.1,,,,,2022-02-17,windy,low,0,buffet,motorcycle,1.0,no,,24,LUDH,17,2,thursday,0,10.0,22.0,night,
VADRES12DEL01 ,38.0,4.8,,,,,2022-03-02,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,24,VAD,2,3,wednesday,0,15.0,23.0,night,
MUMRES13DEL01 ,26.0,4.8,19.178321,72.834715,19.218321,72.874715,2022-03-15,sunny,medium,2,snack,electric_scooter,1.0,no,metropolitian,16,MUM,15,3,tuesday,0,10.0,15.0,afternoon,6.117725989708161
MUMRES06DEL01 ,39.0,4.7,19.055831,72.833984,19.095831,72.873984,2022-04-03,sunny,high,2,drinks,motorcycle,0.0,no,metropolitian,23,MUM,3,4,sunday,1,5.0,14.0,afternoon,6.119866712015615
BANGRES13DEL02 ,38.0,4.7,12.935662,77.61413,13.065662,77.74413,2022-03-08,windy,medium,2,meal,electric_scooter,0.0,no,urban,22,BANG,8,3,tuesday,0,15.0,18.0,evening,20.182634488293672
MUMRES18DEL02 ,,,19.1093,72.825451,19.1893,72.905451,2022-03-14,stormy,medium,0,drinks,motorcycle,0.0,no,urban,23,MUM,14,3,monday,0,,,after_midnight,12.237167878708663
LUDHRES16DEL02 ,28.0,4.7,30.895817,75.813112,30.915817,75.833112,2022-02-13,windy,high,2,buffet,electric_scooter,0.0,,,11,LUDH,13,2,sunday,1,15.0,11.0,morning,2.930306705566914
BANGRES18DEL01 ,21.0,4.4,12.913041,77.683237,13.023041,77.793237,2022-04-04,fog,jam,2,snack,scooter,2.0,no,metropolitian,36,BANG,4,4,monday,0,15.0,20.0,night,17.078706390631634
JAPRES03DEL02 ,24.0,4.8,26.913483,75.803139,26.963483,75.853139,2022-03-05,fog,medium,0,drinks,motorcycle,0.0,no,metropolitian,21,JAP,5,3,saturday,1,5.0,18.0,evening,7.448318246839791
COIMBRES11DEL02 ,30.0,4.7,11.001753,76.986241,11.021753,77.006241,2022-03-01,sunny,low,2,snack,electric_scooter,,no,metropolitian,12,COIMB,1,3,tuesday,0,15.0,9.0,morning,3.116248509790061
COIMBRES16DEL01 ,36.0,5.0,11.010375,76.95295,11.080375,77.02295,2022-03-23,fog,jam,2,snack,scooter,1.0,no,metropolitian,45,COIMB,23,3,wednesday,0,5.0,20.0,night,10.906257371570659
